,id,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
65022,65022,15642835,Lucchese,602,France,Male,36.0,7,0.0,2,1.0,0.0,145562.31,0
62642,62642,15763662,Ch'ien,653,Germany,Male,37.0,5,111629.29,1,1.0,0.0,103901.35,0
61710,61710,15763107,Little,700,France,Female,43.0,8,0.0,1,1.0,1.0,174971.64,1
152222,152222,15773934,Brierly,634,France,Female,26.0,3,133476.09,1,0.0,0.0,131807.14,1
79448,79448,15711316,T'ang,709,France,Male,28.0,2,0.0,2,0.0,0.0,53311.78,0
131384,131384,15662662,She,678,France,Male,31.0,2,0.0,1,0.0,0.0,148811.32,0
107713,107713,15605918,Cattaneo,718,Germany,Male,38.0,3,69413.44,1,1.0,1.0,176570.28,0
47307,47307,15689425,Cremonesi,704,Spain,Male,44.0,2,0.0,2,0.0,0.0,65951.65,0
114360,114360,15682533,Chung,724,Germany,Male,40.0,9,148200.72,2,0.0,1.0,118862.08,0
24184,24184,15764073,Scott,716,France,Male,48.0,5,0.0,1,1.0,1.0,163563.17,0
32543,32543,15567422,P'an,684,France,Male,37.0,1,0.0,2,1.0,1.0,151887.16,0
84504,84504,15571144,Ives,576,France,Male,28.0,8,0.0,2,0.0,1.0,126565.21,0
41664,41664,15723053,Chibugo,770,Spain,Male,57.0,1,0.0,2,0.0,1.0,179797.23,0
41817,41817,15572033,Maconochie,719,Spain,Male,40.0,7,0.0,1,1.0,0.0,173684.04,0
29154,29154,15783501,Okwuadigbo,635,Germany,Female,28.0,3,129717.3,2,1.0,1.0,38772.65,0
49743,49743,15641175,Ting,525,France,Male,33.0,7,0.0,2,1.0,1.0,171457.06,0
65699,65699,15597536,Ch'iu,516,France,Female,37.0,3,0.0,2,1.0,0.0,173843.21,0
157513,157513,15791674,Folliero,667,France,Male,34.0,7,0.0,2,1.0,0.0,119100.05,0
96327,96327,15682968,Ch'in,569,Spain,Female,55.0,2,56942.08,2,1.0,0.0,109291.39,1
130450,130450,15687913,T'ao,773,France,Male,30.0,3,0.0,1,1.0,1.0,107499.14,0
113335,113335,15643394,Onyemauchechukwu,634,France,Male,34.0,8,0.0,2,1.0,1.0,153764.55,0
80533,80533,15656921,Kao,641,Germany,Female,35.0,0,102955.14,2,1.0,0.0,148749.29,1
58685,58685,15652218,Udegbulam,687,France,Female,34.0,10,0.0,2,0.0,1.0,180553.48,0
26410,26410,15604891,Hsing,678,Spain,Female,38.0,0,0.0,1,1.0,1.0,105570.39,0
145149,145149,15718406,Marshall,569,France,Male,41.0,3,0.0,2,1.0,0.0,121098.65,0
105599,105599,15661630,Rizzo,656,Germany,Female,34.0,6,130142.57,2,1.0,1.0,64415.24,0
12006,12006,15673573,Hs?,681,France,Male,33.0,2,140931.58,1,1.0,1.0,123825.75,0
107343,107343,15770030,Hsieh,678,France,Female,40.0,9,0.0,2,1.0,0.0,172668.83,0
97531,97531,15572428,Dike,644,Germany,Male,41.0,0,115217.99,1,1.0,1.0,51387.1,0
125047,125047,15589323,Shao,556,France,Female,28.0,5,0.0,2,1.0,1.0,124498.17,0
48554,48554,15757837,Teng,689,France,Female,45.0,5,0.0,1,0.0,0.0,86920.97,1
147572,147572,15601387,Lung,599,France,Female,31.0,4,0.0,2,1.0,0.0,143163.17,0
91945,91945,15734058,Omeokachie,605,France,Female,40.0,7,0.0,1,1.0,1.0,108008.65,0
57121,57121,15707559,Clark,586,France,Female,41.0,6,0.0,3,1.0,0.0,195104.91,1
77358,77358,15723013,Y?an,687,France,Female,37.0,2,0.0,2,0.0,1.0,171706.66,0
126567,126567,15641640,Hsiao,715,Spain,Female,38.0,7,175464.85,2,1.0,0.0,164039.51,0
116438,116438,15653715,Coates,602,France,Female,63.0,6,0.0,2,1.0,1.0,56323.21,0
153627,153627,15754597,Hughes,686,France,Male,39.0,2,0.0,1,1.0,1.0,120830.49,1
126919,126919,15770181,Chukwudi,735,France,Male,32.0,7,123785.52,1,1.0,1.0,158816.49,0
20667,20667,15784161,Hargreaves,642,Germany,Male,39.0,8,102945.01,1,0.0,1.0,52861.89,0
149943,149943,15726250,Ch'eng,615,France,Female,34.0,7,76515.84,1,1.0,0.0,175843.68,0
134852,134852,15736397,Wang,544,France,Female,37.0,1,96471.2,1,1.0,1.0,35550.97,0
10705,10705,15572390,Yermakova,696,France,Female,33.0,6,101609.01,1,0.0,1.0,168469.73,0
139359,139359,15620832,Lo Duca,682,Germany,Male,35.0,9,108410.87,2,1.0,1.0,102908.91,0
80810,80810,15784594,Hsieh,535,France,Male,42.0,4,0.0,2,0.0,1.0,130567.02,0
153134,153134,15673837,T'ien,627,Germany,Male,46.0,5,121404.64,1,1.0,0.0,90876.95,1
113367,113367,15718106,Frolov,669,Spain,Female,46.0,6,0.0,1,1.0,0.0,186489.14,0
21693,21693,15627850,Liao,590,France,Male,40.0,8,0.0,2,1.0,1.0,146875.25,0
159188,159188,15667932,Yobachi,719,France,Male,33.0,3,0.0,2,1.0,1.0,823.22,0
142109,142109,15646521,Fan,642,France,Male,40.0,2,0.0,1,1.0,1.0,143960.72,0
44290,44290,15615797,Yeh,587,France,Male,38.0,2,0.0,1,1.0,0.0,143683.75,0
35575,35575,15692234,Olisanugo,724,Germany,Male,39.0,6,150200.23,2,0.0,0.0,111573.5,0
87983,87983,15801247,Iadanza,701,Spain,Female,32.0,3,146781.24,2,1.0,0.0,188366.04,0
101316,101316,15701175,Ts'ai,673,France,Male,24.0,2,0.0,1,1.0,0.0,74849.65,0
29675,29675,15591628,Maclean,605,Germany,Female,31.0,4,91549.74,1,1.0,0.0,172497.74,1
38102,38102,15782659,Black,535,France,Male,40.0,0,0.0,1,1.0,0.0,126838.7,0
23922,23922,15746333,Onuchukwu,584,Spain,Female,30.0,4,0.0,2,0.0,0.0,176750.28,0
33427,33427,15781678,Pisani,470,Spain,Male,33.0,5,0.0,2,1.0,1.0,103792.53,0
35657,35657,15655410,K?,616,France,Male,41.0,2,0.0,2,1.0,0.0,94949.84,0
10987,10987,15587443,Akudinobi,728,France,Female,69.0,1,0.0,1,1.0,0.0,131804.86,1
10069,10069,15719606,Rivers,627,France,Male,57.0,9,0.0,2,1.0,1.0,37147.61,0
27668,27668,15698872,Ukaegbulam,817,Spain,Male,43.0,9,0.0,2,0.0,1.0,120790.02,0
94118,94118,15749401,Nwankwo,634,Spain,Female,37.0,6,0.0,2,1.0,0.0,130189.72,0
2504,2504,15644297,Hargreaves,731,France,Female,39.0,2,126816.18,1,1.0,1.0,74850.93,0
134465,134465,15722611,Cameron,711,Spain,Female,53.0,8,0.0,2,1.0,1.0,51587.04,0
146714,146714,15695094,T'ao,745,France,Female,34.0,2,0.0,2,0.0,0.0,157511.38,0
154318,154318,15766186,P'eng,629,France,Female,31.0,3,0.0,2,1.0,1.0,126565.21,0
144838,144838,15701176,Aitken,601,Germany,Male,41.0,5,127302.8,2,1.0,0.0,48201.64,0
53873,53873,15732061,P'eng,718,Spain,Female,49.0,8,0.0,2,1.0,0.0,145789.2,1
103497,103497,15624391,Hs?eh,613,Germany,Male,50.0,5,122290.77,1,1.0,0.0,180598.66,1
55238,55238,15752507,P'an,673,France,Male,28.0,6,0.0,2,1.0,1.0,103570.8,0
54518,54518,15650086,Teng,704,Spain,Male,39.0,2,0.0,2,1.0,1.0,94762.94,0
159974,159974,15730394,Maclean,591,Germany,Female,28.0,2,110783.52,1,0.0,1.0,143086.35,0
153030,153030,15691823,Maclean,749,Spain,Female,31.0,6,0.0,2,1.0,1.0,75837.14,0
64488,64488,15644962,Chimaobim,613,Germany,Female,35.0,4,134237.06,1,1.0,0.0,54495.82,1
35841,35841,15806901,Teng,758,France,Male,23.0,2,0.0,1,0.0,0.0,125762.95,0
1417,1417,15751206,Nnanna,756,Spain,Male,28.0,4,0.0,2,1.0,1.0,164746.05,0
39769,39769,15794413,Chijindum,729,Germany,Male,34.0,3,141581.08,2,1.0,0.0,145536.28,0
164198,164198,15787693,Ch'ien,569,France,Male,34.0,1,100654.8,1,0.0,0.0,56767.67,0
43411,43411,15617301,Chukwumaobim,748,Germany,Male,33.0,6,125927.51,2,1.0,0.0,158086.33,0
50684,50684,15662488,Nwachukwu,757,France,Male,29.0,6,0.0,2,1.0,1.0,136048.64,0
1539,1539,15636396,Ku,628,France,Male,45.0,6,0.0,1,1.0,0.0,48963.59,1
78066,78066,15738220,Uspenskaya,708,France,Female,40.0,5,0.0,2,0.0,1.0,1002.39,0
35106,35106,15655123,Dumetolisa,505,Spain,Female,45.0,9,131355.3,1,1.0,0.0,195395.33,0
80007,80007,15646535,Kao,604,Spain,Male,39.0,6,0.0,2,1.0,0.0,163736.09,0
149490,149490,15678720,K?,672,France,Female,31.0,4,0.0,2,0.0,1.0,82662.73,0
161823,161823,15578908,Todd,685,France,Male,35.0,0,0.0,2,1.0,1.0,138525.19,0
99143,99143,15682455,Hsia,543,Spain,Female,45.0,7,0.0,1,1.0,0.0,101314.76,1
76522,76522,15689614,Teng,687,Spain,Female,63.0,1,137715.66,1,0.0,1.0,37938.74,0
33918,33918,15686463,Fu,626,France,Male,38.0,7,141074.59,1,0.0,1.0,52795.56,0
132397,132397,15776454,Gallo,822,France,Female,32.0,7,0.0,2,1.0,1.0,182624.93,0
96915,96915,15593014,Palermo,598,Germany,Female,31.0,2,125561.97,1,1.0,1.0,172363.51,0
125145,125145,15774104,Kao,850,Germany,Male,37.0,3,123599.49,2,1.0,1.0,88960.38,1
46343,46343,15749401,Chidiebere,682,Germany,Male,45.0,5,137841.5,1,1.0,1.0,166511.12,1
108317,108317,15621974,Davydova,778,Germany,Male,33.0,4,111063.73,2,0.0,0.0,83556.65,0
47796,47796,15683873,Chiang,555,Spain,Female,41.0,5,172478.81,1,1.0,0.0,121537.75,0
153255,153255,15793764,Nnamutaezinwa,627,Germany,Male,44.0,7,106822.7,1,1.0,0.0,181499.77,1
141418,141418,15658532,Ch'ang,709,Spain,Male,38.0,9,81623.67,1,0.0,0.0,148775.11,0
123512,123512,15772250,Hs?eh,638,France,Female,47.0,6,80926.02,2,1.0,1.0,6342.84,0
71819,71819,15612193,Okwudilichukwu,675,Germany,Female,56.0,7,92398.08,1,0.0,0.0,27149.27,1
107993,107993,15739178,Chu,598,France,Female,47.0,4,155795.56,1,1.0,0.0,153383.73,1
26613,26613,15589429,Ting,660,Spain,Female,41.0,3,142550.57,1,1.0,0.0,121416.8,0
119157,119157,15598097,Gerasimova,550,Germany,Female,55.0,9,125241.17,1,1.0,0.0,158736.07,1
13875,13875,15695034,Lo Duca,644,France,Male,33.0,8,96659.64,1,1.0,1.0,138775.69,0
10028,10028,15789546,Giordano,592,Spain,Female,37.0,7,0.0,1,1.0,0.0,126561.07,1
118846,118846,15578738,Tuan,648,France,Male,26.0,5,0.0,2,1.0,1.0,151924.9,0
129247,129247,15745001,Kovalev,683,France,Female,36.0,10,0.0,2,0.0,0.0,104786.59,0
86584,86584,15705639,Onyemauchechukwu,692,France,Female,40.0,5,95059.02,2,0.0,0.0,44420.18,0
105821,105821,15756535,Tuan,684,France,Male,35.0,8,0.0,2,1.0,1.0,28157.34,0
58817,58817,15793888,Hsiung,691,Germany,Male,35.0,8,132088.67,1,1.0,1.0,167878.81,0
41163,41163,15671969,Hsia,602,France,Female,34.0,2,0.0,2,1.0,0.0,82463.69,0
10804,10804,15659501,Shih,649,Germany,Female,40.0,5,127545.94,1,1.0,0.0,90876.95,0
51430,51430,15798854,Y?,711,Germany,Female,25.0,1,140197.57,2,1.0,0.0,180598.87,0
118298,118298,15751177,K'ung,535,France,Female,31.0,6,0.0,2,1.0,0.0,142763.39,0
15360,15360,15674929,Chukwuemeka,693,Spain,Male,40.0,2,62289.44,1,1.0,1.0,199484.96,0
127047,127047,15761750,Jamieson,586,Germany,Female,37.0,5,86147.46,1,1.0,0.0,63732.9,1
41864,41864,15702779,Chidimma,712,Germany,Female,36.0,1,148045.96,2,1.0,0.0,170880.53,0
49996,49996,15752731,Onio,737,France,Male,30.0,9,0.0,2,1.0,1.0,83470.4,0
42808,42808,15593250,Maclean,567,France,Female,40.0,6,0.0,2,1.0,1.0,177065.24,1
24816,24816,15606076,Ch'ang,539,Spain,Male,26.0,2,0.0,2,1.0,1.0,479.54,0
22485,22485,15670602,Burgess,790,Germany,Male,24.0,8,107418.27,1,0.0,1.0,160450.21,0
6814,6814,15761600,Uwakwe,596,France,Male,52.0,6,0.0,2,1.0,0.0,105746.94,0
105567,105567,15662444,Ejimofor,633,Spain,Male,40.0,9,0.0,2,1.0,1.0,113656.75,0
22519,22519,15685500,Ch'ang,614,France,Male,46.0,5,154586.96,1,1.0,0.0,161313.41,1
93847,93847,15730590,Russell,469,France,Female,31.0,4,130554.51,1,1.0,0.0,184758.17,1
138610,138610,15690130,Wyatt,488,France,Female,32.0,8,137649.47,1,1.0,0.0,198714.29,0
149002,149002,15613197,Ugochukwutubelum,700,Germany,Female,32.0,2,103909.86,2,1.0,0.0,150026.79,0
11829,11829,15744578,Lira,585,France,Female,33.0,9,0.0,2,1.0,1.0,57380.13,0
154975,154975,15777599,Kosisochukwu,731,France,Female,29.0,8,141069.18,1,0.0,0.0,44165.65,0
26322,26322,15720943,Pirozzi,747,France,Female,45.0,1,114959.12,1,1.0,0.0,189362.39,0
160169,160169,15715541,Toscani,653,France,Female,34.0,2,0.0,2,1.0,0.0,182258.17,0
18322,18322,15671210,Cremonesi,683,Spain,Female,39.0,2,0.0,2,1.0,1.0,67789.42,0
67950,67950,15631189,Nnachetam,695,France,Male,39.0,1,0.0,2,1.0,1.0,176903.35,0
95002,95002,15590011,Nwachukwu,743,France,Female,36.0,3,0.0,1,1.0,1.0,72967.33,0
10189,10189,15623658,Trevisani,637,Germany,Male,42.0,2,142876.56,2,1.0,0.0,187911.74,0
1081,1081,15740345,Yeh,662,France,Female,27.0,4,0.0,2,1.0,0.0,86490.09,0
22791,22791,15682479,Trevisano,543,France,Male,37.0,8,0.0,1,1.0,0.0,141872.05,0
60281,60281,15806511,Berry,445,Spain,Male,45.0,7,0.0,2,0.0,1.0,90977.48,0
48087,48087,15589743,T'ien,646,France,Female,40.0,6,0.0,1,1.0,1.0,125553.94,1
45583,45583,15615032,K'ung,682,France,Female,30.0,5,0.0,2,1.0,0.0,91817.68,0
150979,150979,15687607,Chiemenam,605,Spain,Male,34.0,9,113922.44,2,0.0,1.0,30772.22,0
85753,85753,15783589,Toscano,616,Spain,Male,40.0,9,0.0,2,0.0,0.0,93717.55,0
25974,25974,15790322,Trevisano,828,Germany,Female,25.0,8,110240.04,2,1.0,1.0,180344.98,0
30005,30005,15648896,Okwudiliolisa,627,Spain,Male,48.0,4,80777.42,1,1.0,1.0,133096.53,0
142994,142994,15727489,H?,682,Spain,Male,31.0,2,0.0,2,0.0,1.0,71862.79,0
120534,120534,15570289,Yobachi,651,France,Male,35.0,1,96863.13,2,1.0,1.0,108764.69,0
114587,114587,15682778,Chukwujekwu,616,France,Female,64.0,4,0.0,2,1.0,1.0,89938.08,0
7742,7742,15662098,Tien,676,France,Female,38.0,8,0.0,2,1.0,1.0,93551.36,0
74020,74020,15785339,H?,640,Germany,Male,50.0,9,117565.03,2,0.0,0.0,82559.77,0
70550,70550,15791774,Y?an,678,Germany,Female,45.0,4,133598.47,1,0.0,0.0,172526.79,1
11296,11296,15651220,Okechukwu,809,Spain,Male,35.0,5,0.0,2,0.0,1.0,1843.24,0
2442,2442,15732903,Hao,603,France,Male,37.0,8,0.0,1,1.0,1.0,107499.5,0
77504,77504,15754068,Fanucci,732,Germany,Male,35.0,8,113877.22,1,1.0,0.0,72929.96,0
89263,89263,15680772,Hu,684,Spain,Male,57.0,1,0.0,2,1.0,1.0,106977.8,0
116071,116071,15804072,Rowntree,716,Spain,Male,43.0,1,0.0,2,1.0,0.0,79816.64,0
164520,164520,15791031,Chia,646,France,Male,44.0,5,0.0,2,1.0,0.0,1099.95,0
104626,104626,15765173,Baresi,604,France,Female,40.0,9,0.0,2,1.0,0.0,142790.99,0
16470,16470,15579914,Chiganu,850,France,Male,31.0,8,118897.1,3,1.0,0.0,81299.09,1
113388,113388,15614302,Crotty,620,Germany,Female,31.0,10,97067.69,2,1.0,0.0,60920.03,1
15734,15734,15637829,Sharpe,667,France,Female,34.0,7,0.0,2,0.0,1.0,161559.12,0
154776,154776,15677906,Lettiere,636,Germany,Male,51.0,9,136855.24,1,0.0,0.0,62282.99,1
14112,14112,15756539,T'ien,850,Spain,Female,25.0,3,0.0,1,0.0,1.0,187985.59,0
121786,121786,15813113,Ma,632,France,Male,38.0,5,0.0,2,1.0,1.0,170835.78,0
30640,30640,15682457,Milani,709,France,Male,33.0,8,0.0,2,1.0,0.0,134878.23,0
28084,28084,15809302,Burns,731,Germany,Female,41.0,5,101675.22,1,1.0,0.0,49734.94,1
106801,106801,15803896,Ch'ien,654,France,Male,44.0,0,138232.04,1,1.0,0.0,124489.3,0
108010,108010,15612103,Biryukov,565,Spain,Female,43.0,8,0.0,2,1.0,1.0,172618.52,0
137146,137146,15731744,Onyemauchechukwu,630,Spain,Female,25.0,2,115341.13,1,1.0,0.0,133050.97,0
160999,160999,15771729,Nkemjika,727,France,Male,29.0,5,0.0,2,1.0,0.0,87822.14,0
125601,125601,15653713,Kao,537,France,Male,39.0,3,0.0,2,1.0,0.0,131301.67,0
48834,48834,15806926,Maclean,739,France,Female,40.0,7,98640.74,1,1.0,1.0,194230.82,0
100775,100775,15761783,Shah,593,France,Male,41.0,5,0.0,1,1.0,1.0,167621.18,0
90228,90228,15729954,Burt,662,France,Female,44.0,2,0.0,2,1.0,0.0,83056.25,0
104861,104861,15761047,L?,683,France,Male,49.0,5,0.0,2,1.0,1.0,35701.79,0
72733,72733,15766355,Chiedozie,749,France,Male,48.0,6,128306.7,2,0.0,1.0,141074.39,0
147198,147198,15786042,Iadanza,646,Germany,Male,30.0,2,164701.43,2,1.0,1.0,131773.19,0
89223,89223,15623695,Ts'ao,850,France,Male,42.0,2,0.0,1,1.0,0.0,64722.61,0
6785,6785,15699446,Ch'eng,613,France,Female,40.0,1,135216.36,1,1.0,0.0,122266.84,0
157890,157890,15668971,Hs?,743,Spain,Male,29.0,6,131802.08,1,1.0,1.0,131669.23,0
161683,161683,15691887,Chigolum,809,Germany,Female,29.0,7,141434.74,1,1.0,0.0,166677.28,0
154150,154150,15743067,Fuller,525,Germany,Male,45.0,3,130483.95,1,1.0,0.0,122810.53,1
17603,17603,15772363,Iweobiegbunam,704,Spain,Male,32.0,1,0.0,2,0.0,1.0,64716.08,0
130017,130017,15711789,Davey,768,France,Male,34.0,1,0.0,1,0.0,0.0,161242.99,0
116003,116003,15804814,Ts'ui,759,France,Female,39.0,4,0.0,1,0.0,0.0,124615.59,0
43376,43376,15633227,Udobata,652,France,Male,32.0,9,120328.88,2,0.0,1.0,151902.82,0
31455,31455,15727489,Ritchie,655,Spain,Male,25.0,2,122314.5,1,1.0,0.0,171442.37,0
52367,52367,15751032,Hsiung,790,France,Female,31.0,6,0.0,1,0.0,0.0,149184.15,0
23705,23705,15581811,Mazzanti,629,France,Female,33.0,8,0.0,1,1.0,1.0,92811.2,0
59660,59660,15701265,P'eng,706,France,Female,33.0,8,0.0,2,1.0,1.0,173486.01,0
132501,132501,15782418,Chiu,649,France,Female,33.0,3,176913.52,1,0.0,1.0,125244.18,0
158810,158810,15778830,Dellucci,841,France,Male,32.0,2,0.0,2,1.0,0.0,173240.52,0
162197,162197,15691875,Shih,619,Germany,Male,41.0,3,121854.45,1,1.0,0.0,87816.86,1
132105,132105,15713845,Ch'ang,646,Germany,Female,35.0,1,151766.71,1,1.0,1.0,55324.49,1
44236,44236,15782089,Folliero,686,France,Female,46.0,8,140891.82,1,1.0,0.0,86051.26,0
100503,100503,15806522,T'ien,547,France,Male,41.0,1,0.0,1,1.0,0.0,67730.15,1
116687,116687,15583480,Yobachi,652,France,Male,35.0,3,0.0,1,1.0,1.0,169920.72,0
133268,133268,15772383,Nnamutaezinwa,758,France,Female,35.0,4,0.0,2,0.0,1.0,131772.51,0
129092,129092,15679623,Chidozie,850,France,Male,41.0,1,90957.82,2,0.0,0.0,182372.06,0
123653,123653,15671610,Oluchi,599,France,Female,33.0,9,136953.67,3,1.0,0.0,103379.31,1
83751,83751,15581626,Franklin,671,France,Male,35.0,7,0.0,1,1.0,1.0,142331.39,0
4383,4383,15797919,T'ang,748,Spain,Female,40.0,3,0.0,1,0.0,0.0,122423.78,1
98587,98587,15771573,Lucchesi,668,Spain,Male,39.0,6,0.0,1,1.0,1.0,168882.09,0
144630,144630,15690796,Tsai,603,France,Female,32.0,7,0.0,2,1.0,1.0,60775.76,0
137821,137821,15797246,Okoli,627,France,Male,28.0,9,0.0,2,1.0,0.0,101986.16,0
95609,95609,15672798,Yefimova,739,France,Female,33.0,6,0.0,2,1.0,0.0,118974.85,0
160921,160921,15782488,Scott,741,France,Male,26.0,0,101192.13,1,1.0,0.0,171757.87,0
79391,79391,15691513,Tsao,593,France,Male,41.0,4,0.0,2,1.0,0.0,173944.7,0
7506,7506,15686696,Brown,476,France,Male,37.0,8,0.0,2,1.0,0.0,55775.84,0
160272,160272,15640409,Carpenter,817,France,Female,46.0,0,89087.89,2,1.0,0.0,87941.85,1
84129,84129,15768282,Hsia,678,Spain,Female,47.0,9,0.0,4,0.0,0.0,124549.26,1
80229,80229,15686780,Rogova,598,Spain,Female,35.0,5,0.0,1,0.0,1.0,17095.49,0
133867,133867,15606801,Kao,725,France,Male,39.0,7,0.0,2,1.0,1.0,99828.68,0
163573,163573,15727353,Ch'ang,650,France,Male,64.0,6,142028.36,1,1.0,1.0,32275.09,0
45927,45927,15792525,Ponomaryova,729,Spain,Male,27.0,7,0.0,2,1.0,1.0,181177.9,0
72603,72603,15742269,Padovesi,617,France,Male,30.0,3,132005.77,2,1.0,0.0,142940.39,0
121367,121367,15772488,Hs?eh,632,France,Female,52.0,4,122924.24,1,1.0,0.0,50249.97,1
80201,80201,15581240,Scott,683,Spain,Male,41.0,1,0.0,2,1.0,1.0,93982.61,0
119989,119989,15633059,Ponomaryov,577,Spain,Male,40.0,5,0.0,1,0.0,1.0,29296.74,1
65282,65282,15793893,White,557,France,Male,43.0,7,124577.33,1,0.0,0.0,183489.11,0
47706,47706,15633666,Chiu,595,France,Male,58.0,1,121161.57,1,1.0,1.0,150422.35,0
81255,81255,15771586,Hsiao,565,Spain,Male,36.0,4,93547.73,2,1.0,0.0,70778.56,0
105119,105119,15661409,Ebelegbulam,678,France,Male,43.0,9,0.0,2,1.0,0.0,35701.08,1
121560,121560,15660878,T'ien,775,Spain,Male,92.0,1,126076.24,2,1.0,1.0,34436.83,0
133069,133069,15657771,Toscani,628,France,Male,36.0,8,0.0,1,1.0,1.0,176778.51,0
87917,87917,15646726,Fanucci,615,France,Female,36.0,6,0.0,2,1.0,0.0,79479.74,0
130406,130406,15590094,Mazzanti,705,Germany,Female,31.0,4,118098.62,2,1.0,0.0,92977.75,0
8233,8233,15654700,Fallaci,523,France,Female,40.0,2,102967.41,1,1.0,0.0,128702.1,0
19985,19985,15703679,P'eng,683,Spain,Female,54.0,2,0.0,2,0.0,1.0,118929.54,0
53989,53989,15702801,Fanucci,477,France,Male,42.0,7,0.0,2,1.0,1.0,158537.05,0
148418,148418,15706899,Ma,461,France,Female,34.0,7,0.0,2,1.0,1.0,76744.72,0
151508,151508,15724076,Iheanacho,757,France,Female,35.0,9,129709.01,1,1.0,1.0,44965.57,0
45253,45253,15653715,Obiajulu,773,Spain,Male,41.0,3,0.0,2,1.0,1.0,179066.58,0
18318,18318,15687056,Chinedum,724,Germany,Female,40.0,9,123844.28,1,1.0,0.0,143516.72,1
40445,40445,15572762,Chidimma,850,Germany,Female,47.0,1,115024.31,1,1.0,1.0,157563.11,1
50445,50445,15600510,Hsueh,588,Spain,Female,37.0,7,124140.57,2,1.0,0.0,116828.51,0
70308,70308,15666032,Onyeorulu,724,Spain,Male,30.0,2,0.0,2,0.0,0.0,158027.57,0
53658,53658,15605425,Ma,685,Spain,Male,50.0,1,0.0,2,1.0,1.0,152797.54,0
154346,154346,15574886,Hargreaves,505,France,Male,47.0,5,124616.23,4,1.0,1.0,130784.2,1
51302,51302,15668270,Murphy,524,Spain,Male,44.0,3,139432.37,2,1.0,0.0,153810.41,1
41544,41544,15792358,P'an,686,France,Female,36.0,7,0.0,2,0.0,1.0,123978.86,0
111977,111977,15755863,Milano,711,France,Male,27.0,7,99816.46,1,1.0,0.0,167723.25,0
102225,102225,15567834,Martin,824,Germany,Male,40.0,8,152462.79,2,0.0,1.0,91673.6,0
60144,60144,15705009,Nwachinemelu,695,France,Male,39.0,5,0.0,2,0.0,1.0,56905.41,0
70783,70783,15737741,Bentley,608,France,Female,40.0,4,88772.87,1,1.0,1.0,168822.01,0
137454,137454,15652401,Shih,633,France,Male,60.0,5,0.0,2,0.0,1.0,17095.49,0
20355,20355,15605286,Aksenov,526,France,Male,27.0,4,90450.0,1,0.0,1.0,109394.62,0
19023,19023,15748068,Okorie,850,France,Female,41.0,1,0.0,2,1.0,1.0,106826.92,0
151532,151532,15621466,Y?an,647,Germany,Female,30.0,8,92786.66,2,0.0,0.0,36864.05,0
5644,5644,15809830,Manna,745,France,Male,38.0,5,0.0,1,1.0,0.0,96670.2,0
70132,70132,15776096,Halpern,744,Spain,Male,34.0,3,0.0,2,1.0,1.0,191076.22,0
159142,159142,15597957,Pisano,649,Germany,Male,40.0,10,117992.59,1,1.0,0.0,85937.52,1
121624,121624,15800440,Y?an,669,France,Male,37.0,3,0.0,2,1.0,0.0,60590.72,0
63482,63482,15642996,Nnamdi,775,France,Female,38.0,8,0.0,2,1.0,0.0,137791.18,0
41420,41420,15770405,Hsing,745,France,Female,38.0,8,0.0,2,1.0,0.0,40893.61,0
62293,62293,15601008,Nnachetam,699,France,Male,40.0,2,80927.56,1,1.0,1.0,193014.26,0
58421,58421,15589323,Lu,600,Germany,Female,40.0,9,142882.49,1,0.0,1.0,38829.11,0
119001,119001,15589230,Milne,550,France,Female,53.0,9,0.0,2,0.0,1.0,174825.57,1
84029,84029,15704769,Hsia,559,France,Male,19.0,8,0.0,2,1.0,0.0,163666.85,0
63620,63620,15582847,Yermakova,662,France,Male,26.0,1,0.0,2,1.0,1.0,72929.96,0
93855,93855,15628205,Chinomso,556,France,Female,34.0,9,0.0,1,1.0,0.0,195167.38,0
130819,130819,15582910,Ch'ang,686,Germany,Female,35.0,8,137946.39,1,1.0,0.0,125140.72,1
102370,102370,15642004,Alekseeva,622,France,Male,25.0,1,0.0,1,0.0,0.0,16459.37,1
87185,87185,15631172,Fennell,573,Spain,Male,37.0,2,0.0,2,1.0,1.0,176843.53,0
35161,35161,15732774,Ts'ai,590,France,Male,36.0,6,0.0,2,1.0,0.0,48378.4,0
86086,86086,15589793,Onyemere,681,France,Female,32.0,10,0.0,2,1.0,0.0,151871.84,0
14661,14661,15794323,Koch,684,Spain,Female,38.0,7,0.0,2,1.0,0.0,88890.75,0
66906,66906,15648075,Nnachetam,674,France,Female,42.0,5,0.0,1,1.0,0.0,115789.25,1
58200,58200,15581548,Ponomaryov,584,France,Male,24.0,4,0.0,3,1.0,0.0,78899.12,1
21624,21624,15682461,Ch'iu,663,France,Male,29.0,1,71187.9,1,1.0,0.0,181224.64,0
43130,43130,15644295,Austin,732,Germany,Male,38.0,5,178787.54,1,1.0,1.0,195760.53,0
158633,158633,15658435,Hargreaves,834,Germany,Male,39.0,9,142765.24,1,1.0,1.0,5557.88,1
79658,79658,15744105,Clements,710,France,Male,43.0,9,0.0,1,0.0,1.0,80197.27,1
1111,1111,15603830,Palmer,600,Spain,Male,36.0,7,0.0,2,1.0,0.0,143668.58,0
